id,country,male,female,all,year
61,ARG,127,58,185,2020
61,ARM,14,3,17,2020
61,ARU,2,1,3,2020
61,ASA,5,1,6,2020
61,AUS,222,257,479,2020
61,AUT,36,37,73,2020
61,AZE,28,16,44,2020
61,BAH,6,9,15,2020
61,BAN,4,2,6,2020
61,BAR,4,4,8,2020
61,BDI,3,3,6,2020
61,BEL,69,54,123,2020
61,BEN,4,3,7,2020
61,BER,1,1,2,2020
61,BHU,2,2,4,2020
61,BIH,4,3,7,2020
61,BIZ,2,1,3,2020
61,BLR,45,58,103,2020
61,BOL,3,2,5,2020
61,BOT,8,5,13,2020
61,BRA,164,146,310,2020
61,BRN,25,7,32,2020
61,BRU,2,0,2,2020
61,BUL,14,28,42,2020
61,BUR,5,2,7,2020
61,CAF,1,1,2,2020
61,CAM,2,1,3,2020
61,CAN,148,230,378,2020
61,CAY,2,3,5,2020
61,CGO,1,2,3,2020
61,CHA,1,2,3,2020
61,CHI,20,31,51,2020
61,CHN,125,285,410,2020
61,CIV,20,6,26,2020
61,CMR,5,7,12,2020
61,COD,3,3,6,2020
61,COK,3,3,6,2020
61,COL,45,22,67,2020
61,COM,2,1,3,2020
61,CPV,3,3,6,2020
61,CRC,5,8,13,2020
61,CRO,40,20,60,2020
61,CUB,35,32,67,2020
61,CYP,9,6,15,2020
61,CZE,70,39,109,2020
61,DEN,55,49,104,2020
61,DJI,3,1,4,2020
61,DMA,1,1,2,2020
61,DOM,42,23,65,2020
61,ECU,17,29,46,2020
61,EGY,89,48,137,2020
61,EOR,19,10,29,2020
61,ERI,8,5,13,2020
61,ESA,3,2,5,2020
61,ESP,190,138,328,2020
61,EST,19,14,33,2020
61,ETH,17,19,36,2020
61,FIJ,16,16,32,2020
61,FIN,22,23,45,2020
61,FRA,212,168,380,2020
61,FSM,2,1,3,2020
61,GAB,3,2,5,2020
61,GAM,3,1,4,2020
61,GBR,178,197,375,2020
61,GBS,3,1,4,2020
61,GEO,28,5,33,2020
61,GEQ,2,1,3,2020
61,GER,234,158,392,2020
61,GHA,10,2,12,2020
61,GRE,45,30,75,2020
61,GRN,4,2,6,2020
61,GUA,14,10,24,2020
61,GUI,2,2,4,2020
61,GUM,2,3,5,2020
61,GUY,3,4,7,2020
61,HAI,2,4,6,2020
61,HKG,17,26,43,2020
61,HON,21,2,23,2020
61,HUN,81,91,172,2020
61,INA,16,12,28,2020
61,IND,67,53,120,2020
61,IRI,55,10,65,2020
61,IRL,63,57,120,2020
61,IRQ,2,1,3,2020
61,ISL,3,1,4,2020
61,ISR,55,34,89,2020
61,ISV,3,1,4,2020
61,ITA,188,178,366,2020
61,IVB,1,2,3,2020
61,JAM,24,30,54,2020
61,JOR,10,4,14,2020
61,JPN,314,286,600,2020
61,KAZ,64,33,97,2020
61,KEN,36,49,85,2020
61,KGZ,11,5,16,2020
61,KIR,2,1,3,2020
61,KOR,130,105,235,2020
61,KOS,5,6,11,2020
61,KSA,29,2,31,2020
61,KUW,8,2,10,2020
61,LAO,2,2,4,2020
61,LAT,19,13,32,2020
61,LBA,3,1,4,2020
61,LBN,3,3,6,2020
61,LBR,2,1,3,2020
61,LCA,2,3,5,2020
61,LES,1,1,2,2020
61,LIE,2,3,5,2020
61,LTU,26,16,42,2020
61,LUX,8,4,12,2020
61,MAD,4,2,6,2020
61,MAR,30,14,44,2020
61,MAS,12,18,30,2020
61,MAW,2,3,5,2020
61,MDA,9,11,20,2020
61,MDV,2,2,4,2020
61,MEX,95,65,160,2020
61,MGL,18,25,43,2020
61,MHL,1,1,2,2020
61,MKD,5,3,8,2020
61,MLI,3,1,4,2020
61,MLT,2,4,6,2020
61,MNE,16,18,34,2020
61,MON,3,3,6,2020
61,MOZ,4,6,10,2020
61,MRI,6,2,8,2020
61,MTN,1,1,2,2020
61,MYA,1,1,2,2020
61,NAM,5,6,11,2020
61,NCA,4,4,8,2020
61,NED,112,155,267,2020
61,NEP,1,4,5,2020
61,NGR,24,29,53,2020
61,NIG,4,3,7,2020
61,NOR,59,34,93,2020
61,NRU,1,1,2,2020
61,NZL,113,102,215,2020
61,OMA,4,1,5,2020
61,PAK,7,3,10,2020
61,PAN,4,6,10,2020
61,PAR,3,5,8,2020
61,PER,19,16,35,2020
61,PHI,9,10,19,2020
61,PLE,3,2,5,2020
61,PLW,2,1,3,2020
61,PNG,4,4,8,2020
61,POL,108,98,206,2020
61,POR,56,36,92,2020
61,PUR,13,24,37,2020
61,QAT,13,2,15,2020
61,ROC,147,187,334,2020
61,ROU,57,45,102,2020
61,RSA,115,62,177,2020
61,RWA,3,2,5,2020
61,SAM,7,1,8,2020
61,SEN,6,3,9,2020
61,SEY,4,1,5,2020
61,SGP,6,17,23,2020
61,SKN,1,1,2,2020
61,SLE,1,2,3,2020
61,SLO,28,25,53,2020
61,SMR,3,2,5,2020
61,SOL,1,2,3,2020
61,SOM,1,1,2,2020
61,SRB,43,44,87,2020
61,SRI,4,5,9,2020
61,SSD,1,1,2,2020
61,STP,2,1,3,2020
61,SUD,2,2,4,2020
61,SUI,59,54,113,2020
61,SUR,2,0,2,2020
61,SVK,27,14,41,2020
61,SWE,55,78,133,2020
61,SWZ,3,1,4,2020
61,SYR,5,1,6,2020
61,TAN,2,1,3,2020
61,TGA,3,3,6,2020
61,THA,15,26,41,2020
61,TJK,9,1,10,2020
61,TKM,5,4,9,2020
61,TLS,2,1,3,2020
61,TOG,3,1,4,2020
61,TPE,33,35,68,2020
61,TTO,15,10,25,2020
61,TUN,34,29,63,2020
61,TUR,56,49,105,2020
61,TUV,1,1,2,2020
61,UAE,5,0,5,2020
61,UGA,12,13,25,2020
61,UKR,64,85,149,2020
61,URU,6,5,11,2020
61,USA,285,336,621,2020
61,UZB,37,30,67,2020
61,VAN,3,0,3,2020
61,VEN,30,13,43,2020
61,VIE,8,10,18,2020
61,VIN,1,2,3,2020
61,YEM,3,2,5,2020
61,ZAM,6,21,27,2020
61,ZIM,4,1,5,2020
